From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage
K2QD27	K2QD27	unreviewed	K2QD27_METFP	Mevalonate kinase, MK, MVK, EC 2.7.1.36	mvk A994_05476	Methanobacterium formicicum (strain DSM 3637 / PP1)	330	
K2QD27_METFP	K2QD27	unreviewed	K2QD27_METFP	Mevalonate kinase, MK, MVK, EC 2.7.1.36	mvk A994_05476	Methanobacterium formicicum (strain DSM 3637 / PP1)	330	
K2QER1	K2QER1	unreviewed	K2QER1_METFP	Mg2+ transporter	A994_03823	Methanobacterium formicicum (strain DSM 3637 / PP1)	330	
K2QER1_METFP	K2QER1	unreviewed	K2QER1_METFP	Mg2+ transporter	A994_03823	Methanobacterium formicicum (strain DSM 3637 / PP1)	330	
K2QE26	K2QE26	unreviewed	K2QE26_METFP	Fructose-bisphosphatase, EC 3.1.3.11	A994_05250	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2QE26_METFP	K2QE26	unreviewed	K2QE26_METFP	Fructose-bisphosphatase, EC 3.1.3.11	A994_05250	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2QZJ8	K2QZJ8	unreviewed	K2QZJ8_METFP	Myo-inositol-1-phosphate synthase	A994_06525	Methanobacterium formicicum (strain DSM 3637 / PP1)	367	
K2QZJ8_METFP	K2QZJ8	unreviewed	K2QZJ8_METFP	Myo-inositol-1-phosphate synthase	A994_06525	Methanobacterium formicicum (strain DSM 3637 / PP1)	367	
K2QDF1	K2QDF1	unreviewed	K2QDF1_METFP	VOC domain-containing protein	A994_06201	Methanobacterium formicicum (strain DSM 3637 / PP1)	93	
K2QDF1_METFP	K2QDF1	unreviewed	K2QDF1_METFP	VOC domain-containing protein	A994_06201	Methanobacterium formicicum (strain DSM 3637 / PP1)	93	
K2R1P1	K2R1P1	unreviewed	K2R1P1_METFP	Putative manganese efflux pump MntP	mntP A994_03083	Methanobacterium formicicum (strain DSM 3637 / PP1)	185	
K2R1P1_METFP	K2R1P1	unreviewed	K2R1P1_METFP	Putative manganese efflux pump MntP	mntP A994_03083	Methanobacterium formicicum (strain DSM 3637 / PP1)	185	
K2RUL0	K2RUL0	unreviewed	K2RUL0_METFP	ABC transporter permease	A994_03143	Methanobacterium formicicum (strain DSM 3637 / PP1)	267	
K2RUL0_METFP	K2RUL0	unreviewed	K2RUL0_METFP	ABC transporter permease	A994_03143	Methanobacterium formicicum (strain DSM 3637 / PP1)	267	
K2RDN1	K2RDN1	unreviewed	K2RDN1_METFP	Phosphonate-transporting ATPase	A994_03138	Methanobacterium formicicum (strain DSM 3637 / PP1)	254	
K2RDN1_METFP	K2RDN1	unreviewed	K2RDN1_METFP	Phosphonate-transporting ATPase	A994_03138	Methanobacterium formicicum (strain DSM 3637 / PP1)	254	
K2QXK5	K2QXK5	unreviewed	K2QXK5_METFP	UvrABC system protein A, UvrA protein (Excinuclease ABC subunit A)	uvrA A994_10409	Methanobacterium formicicum (strain DSM 3637 / PP1)	977	
K2QXK5_METFP	K2QXK5	unreviewed	K2QXK5_METFP	UvrABC system protein A, UvrA protein (Excinuclease ABC subunit A)	uvrA A994_10409	Methanobacterium formicicum (strain DSM 3637 / PP1)	977	
K2R1Q0	K2R1Q0	unreviewed	K2R1Q0_METFP	Heavy metal ABC transporter substrate-binding protein	A994_03133	Methanobacterium formicicum (strain DSM 3637 / PP1)	295	
K2R1Q0_METFP	K2R1Q0	unreviewed	K2R1Q0_METFP	Heavy metal ABC transporter substrate-binding protein	A994_03133	Methanobacterium formicicum (strain DSM 3637 / PP1)	295	
K2RFE3	K2RFE3	unreviewed	K2RFE3_METFP	Molybdenum-pterin-binding protein	A994_02505	Methanobacterium formicicum (strain DSM 3637 / PP1)	69	
K2RFE3_METFP	K2RFE3	unreviewed	K2RFE3_METFP	Molybdenum-pterin-binding protein	A994_02505	Methanobacterium formicicum (strain DSM 3637 / PP1)	69	
K2R3B0	K2R3B0	unreviewed	K2R3B0_METFP	Taurine-transporting AtPase	A994_02090	Methanobacterium formicicum (strain DSM 3637 / PP1)	247	
K2R3B0_METFP	K2R3B0	unreviewed	K2R3B0_METFP	Taurine-transporting AtPase	A994_02090	Methanobacterium formicicum (strain DSM 3637 / PP1)	247	
K2RRS3	K2RRS3	unreviewed	K2RRS3_METFP	Probable S-methyl-5'-thioinosine phosphorylase, EC 2.4.2.44 (5'-methylthioinosine phosphorylase, MTI phosphorylase, MTIP)	A994_08376	Methanobacterium formicicum (strain DSM 3637 / PP1)	259	
K2RRS3_METFP	K2RRS3	unreviewed	K2RRS3_METFP	Probable S-methyl-5'-thioinosine phosphorylase, EC 2.4.2.44 (5'-methylthioinosine phosphorylase, MTI phosphorylase, MTIP)	A994_08376	Methanobacterium formicicum (strain DSM 3637 / PP1)	259	
K2RRY7	K2RRY7	unreviewed	K2RRY7_METFP	Putative methylthioribose-1-phosphate isomerase, M1Pi, MTR-1-P isomerase, EC 5.3.1.23 (MTNA-like protein, aMTNA) (S-methyl-5-thioribose-1-phosphate isomerase)	A994_08776	Methanobacterium formicicum (strain DSM 3637 / PP1)	309	
K2RRY7_METFP	K2RRY7	unreviewed	K2RRY7_METFP	Putative methylthioribose-1-phosphate isomerase, M1Pi, MTR-1-P isomerase, EC 5.3.1.23 (MTNA-like protein, aMTNA) (S-methyl-5-thioribose-1-phosphate isomerase)	A994_08776	Methanobacterium formicicum (strain DSM 3637 / PP1)	309	
K2R276	K2R276	unreviewed	K2R276_METFP	Ribosyldihydronicotinamide dehydrogenase (Quinone)	A994_09126	Methanobacterium formicicum (strain DSM 3637 / PP1)	213	
K2R276_METFP	K2R276	unreviewed	K2R276_METFP	Ribosyldihydronicotinamide dehydrogenase (Quinone)	A994_09126	Methanobacterium formicicum (strain DSM 3637 / PP1)	213	
K2QF36	K2QF36	unreviewed	K2QF36_METFP	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase, EC 4.2.1.136 (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase, EC 5.1.99.6 ]	nnrE nnrD A994_00430	Methanobacterium formicicum (strain DSM 3637 / PP1)	489	
K2QF36_METFP	K2QF36	unreviewed	K2QF36_METFP	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase, EC 4.2.1.136 (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase, EC 5.1.99.6 ]	nnrE nnrD A994_00430	Methanobacterium formicicum (strain DSM 3637 / PP1)	489	
K2R592	K2R592	unreviewed	K2R592_METFP	NAD kinase, EC 2.7.1.23 (ATP-dependent NAD kinase)	nadK A994_05255	Methanobacterium formicicum (strain DSM 3637 / PP1)	278	
K2R592_METFP	K2R592	unreviewed	K2R592_METFP	NAD kinase, EC 2.7.1.23 (ATP-dependent NAD kinase)	nadK A994_05255	Methanobacterium formicicum (strain DSM 3637 / PP1)	278	
K2RW86	K2RW86	unreviewed	K2RW86_METFP	NH(3)-dependent NAD(+) synthetase, EC 6.3.1.5	nadE A994_02050	Methanobacterium formicicum (strain DSM 3637 / PP1)	269	
K2RW86_METFP	K2RW86	unreviewed	K2RW86_METFP	NH(3)-dependent NAD(+) synthetase, EC 6.3.1.5	nadE A994_02050	Methanobacterium formicicum (strain DSM 3637 / PP1)	269	
K2R694	K2R694	unreviewed	K2R694_METFP	Nicotinate phosphoribosyltransferase, EC 6.3.4.21	A994_00685	Methanobacterium formicicum (strain DSM 3637 / PP1)	386	
K2R694_METFP	K2R694	unreviewed	K2R694_METFP	Nicotinate phosphoribosyltransferase, EC 6.3.4.21	A994_00685	Methanobacterium formicicum (strain DSM 3637 / PP1)	386	
K2RES0	K2RES0	unreviewed	K2RES0_METFP	Fe(3+)-transporting ATPase	A994_01195	Methanobacterium formicicum (strain DSM 3637 / PP1)	299	
K2RES0_METFP	K2RES0	unreviewed	K2RES0_METFP	Fe(3+)-transporting ATPase	A994_01195	Methanobacterium formicicum (strain DSM 3637 / PP1)	299	
K2RAF9	K2RAF9	unreviewed	K2RAF9_METFP	CAAX amino terminal protease family protein	A994_09031	Methanobacterium formicicum (strain DSM 3637 / PP1)	292	
K2RAF9_METFP	K2RAF9	unreviewed	K2RAF9_METFP	CAAX amino terminal protease family protein	A994_09031	Methanobacterium formicicum (strain DSM 3637 / PP1)	292	
K2R705	K2R705	unreviewed	K2R705_METFP	ABC transporter	A994_01835	Methanobacterium formicicum (strain DSM 3637 / PP1)	397	
K2R705_METFP	K2R705	unreviewed	K2R705_METFP	ABC transporter	A994_01835	Methanobacterium formicicum (strain DSM 3637 / PP1)	397	
K2QZR0	K2QZR0	unreviewed	K2QZR0_METFP	V-type ATP synthase subunit K, EC 3.6.3.14	A994_06825	Methanobacterium formicicum (strain DSM 3637 / PP1)	159	
K2QZR0_METFP	K2QZR0	unreviewed	K2QZR0_METFP	V-type ATP synthase subunit K, EC 3.6.3.14	A994_06825	Methanobacterium formicicum (strain DSM 3637 / PP1)	159	
K2QZQ5	K2QZQ5	unreviewed	K2QZQ5_METFP	V-type ATP synthase beta chain (V-ATPase subunit B)	atpB A994_06800	Methanobacterium formicicum (strain DSM 3637 / PP1)	463	
K2QZQ5_METFP	K2QZQ5	unreviewed	K2QZQ5_METFP	V-type ATP synthase beta chain (V-ATPase subunit B)	atpB A994_06800	Methanobacterium formicicum (strain DSM 3637 / PP1)	463	
K2RBU1	K2RBU1	unreviewed	K2RBU1_METFP	V-type ATP synthase alpha chain, EC 7.1.2.2 (V-ATPase subunit A)	atpA A994_06805	Methanobacterium formicicum (strain DSM 3637 / PP1)	584	
K2RBU1_METFP	K2RBU1	unreviewed	K2RBU1_METFP	V-type ATP synthase alpha chain, EC 7.1.2.2 (V-ATPase subunit A)	atpA A994_06805	Methanobacterium formicicum (strain DSM 3637 / PP1)	584	
K2R0P3	K2R0P3	unreviewed	K2R0P3_METFP	Sodium/hydrogen exchanger	A994_12076	Methanobacterium formicicum (strain DSM 3637 / PP1)	403	
K2R0P3_METFP	K2R0P3	unreviewed	K2R0P3_METFP	Sodium/hydrogen exchanger	A994_12076	Methanobacterium formicicum (strain DSM 3637 / PP1)	403	
K2QA73	K2QA73	unreviewed	K2QA73_METFP	Monovalent cation:proton antiporter-2 (CPA2) family protein	A994_11597	Methanobacterium formicicum (strain DSM 3637 / PP1)	592	
K2QA73_METFP	K2QA73	unreviewed	K2QA73_METFP	Monovalent cation:proton antiporter-2 (CPA2) family protein	A994_11597	Methanobacterium formicicum (strain DSM 3637 / PP1)	592	
K2RCE6	K2RCE6	unreviewed	K2RCE6_METFP	Na+/H+ antiporter	A994_05766	Methanobacterium formicicum (strain DSM 3637 / PP1)	399	
K2RCE6_METFP	K2RCE6	unreviewed	K2RCE6_METFP	Na+/H+ antiporter	A994_05766	Methanobacterium formicicum (strain DSM 3637 / PP1)	399	
K2QYV5	K2QYV5	unreviewed	K2QYV5_METFP	Nucleoside diphosphate kinase, NDK, NDP kinase, EC 2.7.4.6 (Nucleoside-2-P kinase)	ndk A994_08641	Methanobacterium formicicum (strain DSM 3637 / PP1)	151	
K2QYV5_METFP	K2QYV5	unreviewed	K2QYV5_METFP	Nucleoside diphosphate kinase, NDK, NDP kinase, EC 2.7.4.6 (Nucleoside-2-P kinase)	ndk A994_08641	Methanobacterium formicicum (strain DSM 3637 / PP1)	151	
K2RRT2	K2RRT2	unreviewed	K2RRT2_METFP	Ammonium transporter	A994_08426	Methanobacterium formicicum (strain DSM 3637 / PP1)	408	
K2RRT2_METFP	K2RRT2	unreviewed	K2RRT2_METFP	Ammonium transporter	A994_08426	Methanobacterium formicicum (strain DSM 3637 / PP1)	408	
K2R2M4	K2R2M4	unreviewed	K2R2M4_METFP	Ammonium transporter	A994_08436	Methanobacterium formicicum (strain DSM 3637 / PP1)	410	
K2R2M4_METFP	K2R2M4	unreviewed	K2R2M4_METFP	Ammonium transporter	A994_08436	Methanobacterium formicicum (strain DSM 3637 / PP1)	410	
K2R4C2	K2R4C2	unreviewed	K2R4C2_METFP	Flavodoxin/nitric oxide synthase	A994_06266	Methanobacterium formicicum (strain DSM 3637 / PP1)	407	
K2R4C2_METFP	K2R4C2	unreviewed	K2R4C2_METFP	Flavodoxin/nitric oxide synthase	A994_06266	Methanobacterium formicicum (strain DSM 3637 / PP1)	407	
K2RUJ5	K2RUJ5	unreviewed	K2RUJ5_METFP	Oxidoreductase molybdopterin binding protein	A994_03043	Methanobacterium formicicum (strain DSM 3637 / PP1)	236	
K2RUJ5_METFP	K2RUJ5	unreviewed	K2RUJ5_METFP	Oxidoreductase molybdopterin binding protein	A994_03043	Methanobacterium formicicum (strain DSM 3637 / PP1)	236	
K2RDQ2	K2RDQ2	unreviewed	K2RDQ2_METFP	Nicotinamide-nucleotide adenylyltransferase, EC 2.7.7.1 (NAD(+) diphosphorylase) (NAD(+) pyrophosphorylase) (NMN adenylyltransferase)	A994_03263	Methanobacterium formicicum (strain DSM 3637 / PP1)	174	
K2RDQ2_METFP	K2RDQ2	unreviewed	K2RDQ2_METFP	Nicotinamide-nucleotide adenylyltransferase, EC 2.7.7.1 (NAD(+) diphosphorylase) (NAD(+) pyrophosphorylase) (NMN adenylyltransferase)	A994_03263	Methanobacterium formicicum (strain DSM 3637 / PP1)	174	
K2QF89	K2QF89	unreviewed	K2QF89_METFP	Isochorismatase hydrolase	A994_00705	Methanobacterium formicicum (strain DSM 3637 / PP1)	175	
K2QF89_METFP	K2QF89	unreviewed	K2QF89_METFP	Isochorismatase hydrolase	A994_00705	Methanobacterium formicicum (strain DSM 3637 / PP1)	175	
K2RPI1	K2RPI1	unreviewed	K2RPI1_METFP	Nicotinate-nucleotide pyrophosphorylase [carboxylating], EC 2.4.2.19 (Quinolinate phosphoribosyltransferase [decarboxylating])	A994_12388	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2RPI1_METFP	K2RPI1	unreviewed	K2RPI1_METFP	Nicotinate-nucleotide pyrophosphorylase [carboxylating], EC 2.4.2.19 (Quinolinate phosphoribosyltransferase [decarboxylating])	A994_12388	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2QZD4	K2QZD4	unreviewed	K2QZD4_METFP	Glyceraldehyde 3-phosphate phosphatase	A994_07971	Methanobacterium formicicum (strain DSM 3637 / PP1)	226	
K2QZD4_METFP	K2QZD4	unreviewed	K2QZD4_METFP	Glyceraldehyde 3-phosphate phosphatase	A994_07971	Methanobacterium formicicum (strain DSM 3637 / PP1)	226	
K2R6B2	K2R6B2	unreviewed	K2R6B2_METFP	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK A994_00760	Methanobacterium formicicum (strain DSM 3637 / PP1)	624	
K2R6B2_METFP	K2R6B2	unreviewed	K2R6B2_METFP	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK A994_00760	Methanobacterium formicicum (strain DSM 3637 / PP1)	624	
K2RPW3	K2RPW3	unreviewed	K2RPW3_METFP	EngC family GTPase	A994_12216	Methanobacterium formicicum (strain DSM 3637 / PP1)	350	
K2RPW3_METFP	K2RPW3	unreviewed	K2RPW3_METFP	EngC family GTPase	A994_12216	Methanobacterium formicicum (strain DSM 3637 / PP1)	350	
K2RW02	K2RW02	unreviewed	K2RW02_METFP	dITP/XTP pyrophosphatase, EC 3.6.1.66 (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase, NTPase)	A994_01550	Methanobacterium formicicum (strain DSM 3637 / PP1)	195	
K2RW02_METFP	K2RW02	unreviewed	K2RW02_METFP	dITP/XTP pyrophosphatase, EC 3.6.1.66 (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase, NTPase)	A994_01550	Methanobacterium formicicum (strain DSM 3637 / PP1)	195	
K2R4A4	K2R4A4	unreviewed	K2R4A4_METFP	Probable inosine/xanthosine triphosphatase, ITPase/XTPase, EC 3.6.1.73 (Non-canonical purine NTP phosphatase) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase, NTPase)	A994_06156	Methanobacterium formicicum (strain DSM 3637 / PP1)	179	
K2R4A4_METFP	K2R4A4	unreviewed	K2R4A4_METFP	Probable inosine/xanthosine triphosphatase, ITPase/XTPase, EC 3.6.1.73 (Non-canonical purine NTP phosphatase) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase, NTPase)	A994_06156	Methanobacterium formicicum (strain DSM 3637 / PP1)	179	
K2RCH9	K2RCH9	unreviewed	K2RCH9_METFP	GTP-binding protein HSR1-like protein	A994_05966	Methanobacterium formicicum (strain DSM 3637 / PP1)	214	
K2RCH9_METFP	K2RCH9	unreviewed	K2RCH9_METFP	GTP-binding protein HSR1-like protein	A994_05966	Methanobacterium formicicum (strain DSM 3637 / PP1)	214	
K2QXV0	K2QXV0	unreviewed	K2QXV0_METFP	Hydrogenase nickel incorporation protein HypB	A994_09638	Methanobacterium formicicum (strain DSM 3637 / PP1)	218	
K2QXV0_METFP	K2QXV0	unreviewed	K2QXV0_METFP	Hydrogenase nickel incorporation protein HypB	A994_09638	Methanobacterium formicicum (strain DSM 3637 / PP1)	218	
K2R2Q0	K2R2Q0	unreviewed	K2R2Q0_METFP	Probable translation initiation factor IF-2	infB A994_08636	Methanobacterium formicicum (strain DSM 3637 / PP1)	592	
K2R2Q0_METFP	K2R2Q0	unreviewed	K2R2Q0_METFP	Probable translation initiation factor IF-2	infB A994_08636	Methanobacterium formicicum (strain DSM 3637 / PP1)	592	
K2RCU5	K2RCU5	unreviewed	K2RCU5_METFP	Elongation factor 2, EF-2	fusA A994_04365	Methanobacterium formicicum (strain DSM 3637 / PP1)	730	
K2RCU5_METFP	K2RCU5	unreviewed	K2RCU5_METFP	Elongation factor 2, EF-2	fusA A994_04365	Methanobacterium formicicum (strain DSM 3637 / PP1)	730	
K2RS08	K2RS08	unreviewed	K2RS08_METFP	Exosome complex component Rrp41, EC 3.1.13.-	rrp41 A994_07431	Methanobacterium formicicum (strain DSM 3637 / PP1)	249	
K2RS08_METFP	K2RS08	unreviewed	K2RS08_METFP	Exosome complex component Rrp41, EC 3.1.13.-	rrp41 A994_07431	Methanobacterium formicicum (strain DSM 3637 / PP1)	249	
K2RQC8	K2RQC8	unreviewed	K2RQC8_METFP	Nitrite reductase (NAD(P)H)	A994_11127	Methanobacterium formicicum (strain DSM 3637 / PP1)	219	
K2RQC8_METFP	K2RQC8	unreviewed	K2RQC8_METFP	Nitrite reductase (NAD(P)H)	A994_11127	Methanobacterium formicicum (strain DSM 3637 / PP1)	219	
K2QE61	K2QE61	unreviewed	K2QE61_METFP	Pyruvate formate-lyase 2 activating enzyme	A994_02748	Methanobacterium formicicum (strain DSM 3637 / PP1)	297	
K2QE61_METFP	K2QE61	unreviewed	K2QE61_METFP	Pyruvate formate-lyase 2 activating enzyme	A994_02748	Methanobacterium formicicum (strain DSM 3637 / PP1)	297	
K2R5B0	K2R5B0	unreviewed	K2R5B0_METFP	Formate acetyltransferase 2	A994_02753	Methanobacterium formicicum (strain DSM 3637 / PP1)	414	
K2R5B0_METFP	K2R5B0	unreviewed	K2R5B0_METFP	Formate acetyltransferase 2	A994_02753	Methanobacterium formicicum (strain DSM 3637 / PP1)	414	
K2RW22	K2RW22	unreviewed	K2RW22_METFP	Ornithine carbamoyltransferase, OTCase, EC 2.1.3.3	A994_01675	Methanobacterium formicicum (strain DSM 3637 / PP1)	301	
K2RW22_METFP	K2RW22	unreviewed	K2RW22_METFP	Ornithine carbamoyltransferase, OTCase, EC 2.1.3.3	A994_01675	Methanobacterium formicicum (strain DSM 3637 / PP1)	301	
K2QA19	K2QA19	unreviewed	K2QA19_METFP	Orotidine 5'-phosphate decarboxylase, EC 4.1.1.23 (OMP decarboxylase, OMPDCase, OMPdecase)	pyrF A994_12296	Methanobacterium formicicum (strain DSM 3637 / PP1)	216	
K2QA19_METFP	K2QA19	unreviewed	K2QA19_METFP	Orotidine 5'-phosphate decarboxylase, EC 4.1.1.23 (OMP decarboxylase, OMPDCase, OMPdecase)	pyrF A994_12296	Methanobacterium formicicum (strain DSM 3637 / PP1)	216	
K2R710	K2R710	unreviewed	K2R710_METFP	Alanine dehydrogenase, AlaDH, EC 1.4.1.1	ala A994_01885	Methanobacterium formicicum (strain DSM 3637 / PP1)	327	
K2R710_METFP	K2R710	unreviewed	K2R710_METFP	Alanine dehydrogenase, AlaDH, EC 1.4.1.1	ala A994_01885	Methanobacterium formicicum (strain DSM 3637 / PP1)	327	
K2QE46	K2QE46	unreviewed	K2QE46_METFP	PyrE-like protein	A994_05275	Methanobacterium formicicum (strain DSM 3637 / PP1)	199	
K2QE46_METFP	K2QE46	unreviewed	K2QE46_METFP	PyrE-like protein	A994_05275	Methanobacterium formicicum (strain DSM 3637 / PP1)	199	
K2R2S4	K2R2S4	unreviewed	K2R2S4_METFP	Orotate phosphoribosyltransferase, OPRT, OPRTase, EC 2.4.2.10	pyrE A994_08836	Methanobacterium formicicum (strain DSM 3637 / PP1)	177	
K2R2S4_METFP	K2R2S4	unreviewed	K2R2S4_METFP	Orotate phosphoribosyltransferase, OPRT, OPRTase, EC 2.4.2.10	pyrE A994_08836	Methanobacterium formicicum (strain DSM 3637 / PP1)	177	
K2RF52	K2RF52	unreviewed	K2RF52_METFP	Cupin type-1 domain-containing protein	A994_02020	Methanobacterium formicicum (strain DSM 3637 / PP1)	121	
K2RF52_METFP	K2RF52	unreviewed	K2RF52_METFP	Cupin type-1 domain-containing protein	A994_02020	Methanobacterium formicicum (strain DSM 3637 / PP1)	121	
K2R642	K2R642	unreviewed	K2R642_METFP	Pyrroline-5-carboxylate reductase, P5C reductase, P5CR, EC 1.5.1.2 (PCA reductase)	proC A994_00485	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2R642_METFP	K2R642	unreviewed	K2R642_METFP	Pyrroline-5-carboxylate reductase, P5C reductase, P5CR, EC 1.5.1.2 (PCA reductase)	proC A994_00485	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2QED7	K2QED7	unreviewed	K2QED7_METFP	Coenzyme F390 synthetase II	A994_03198	Methanobacterium formicicum (strain DSM 3637 / PP1)	433	
K2QED7_METFP	K2QED7	unreviewed	K2QED7_METFP	Coenzyme F390 synthetase II	A994_03198	Methanobacterium formicicum (strain DSM 3637 / PP1)	433	
K2R943	K2R943	unreviewed	K2R943_METFP	Phenylacetic acid degradation-like protein	A994_11462	Methanobacterium formicicum (strain DSM 3637 / PP1)	137	
K2R943_METFP	K2R943	unreviewed	K2R943_METFP	Phenylacetic acid degradation-like protein	A994_11462	Methanobacterium formicicum (strain DSM 3637 / PP1)	137	
K2QAQ7	K2QAQ7	unreviewed	K2QAQ7_METFP	4-phosphopantoate--beta-alanine ligase, EC 6.3.2.36 (Phosphopantothenate synthetase, PPS)	A994_10499	Methanobacterium formicicum (strain DSM 3637 / PP1)	269	
K2QAQ7_METFP	K2QAQ7	unreviewed	K2QAQ7_METFP	4-phosphopantoate--beta-alanine ligase, EC 6.3.2.36 (Phosphopantothenate synthetase, PPS)	A994_10499	Methanobacterium formicicum (strain DSM 3637 / PP1)	269	
K2QXW5	K2QXW5	unreviewed	K2QXW5_METFP	Phospho-N-acetylmuramoyl-pentapeptide-transferase	A994_09738	Methanobacterium formicicum (strain DSM 3637 / PP1)	358	
K2QXW5_METFP	K2QXW5	unreviewed	K2QXW5_METFP	Phospho-N-acetylmuramoyl-pentapeptide-transferase	A994_09738	Methanobacterium formicicum (strain DSM 3637 / PP1)	358	
K2R152	K2R152	unreviewed	K2R152_METFP	N-acetylglucosamine-1-phosphate transferase	A994_11037	Methanobacterium formicicum (strain DSM 3637 / PP1)	323	
K2R152_METFP	K2R152	unreviewed	K2R152_METFP	N-acetylglucosamine-1-phosphate transferase	A994_11037	Methanobacterium formicicum (strain DSM 3637 / PP1)	323	
K2RU52	K2RU52	unreviewed	K2RU52_METFP	RNA-binding protein	A994_05020	Methanobacterium formicicum (strain DSM 3637 / PP1)	158	
K2RU52_METFP	K2RU52	unreviewed	K2RU52_METFP	RNA-binding protein	A994_05020	Methanobacterium formicicum (strain DSM 3637 / PP1)	158	
K2QCM0	K2QCM0	unreviewed	K2QCM0_METFP	ATP-grasp fold domain-containing protein	A994_06765	Methanobacterium formicicum (strain DSM 3637 / PP1)	396	
K2QCM0_METFP	K2QCM0	unreviewed	K2QCM0_METFP	ATP-grasp fold domain-containing protein	A994_06765	Methanobacterium formicicum (strain DSM 3637 / PP1)	396	
K2R0A4	K2R0A4	unreviewed	K2R0A4_METFP	Pyruvate carboxylase subunit A, EC 6.4.1.1	A994_05711	Methanobacterium formicicum (strain DSM 3637 / PP1)	495	
K2R0A4_METFP	K2R0A4	unreviewed	K2R0A4_METFP	Pyruvate carboxylase subunit A, EC 6.4.1.1	A994_05711	Methanobacterium formicicum (strain DSM 3637 / PP1)	495	
K2QZJ4	K2QZJ4	unreviewed	K2QZJ4_METFP	Pyruvate carboxylase subunit B, EC 6.4.1.1	A994_06500	Methanobacterium formicicum (strain DSM 3637 / PP1)	572	
K2QZJ4_METFP	K2QZJ4	unreviewed	K2QZJ4_METFP	Pyruvate carboxylase subunit B, EC 6.4.1.1	A994_06500	Methanobacterium formicicum (strain DSM 3637 / PP1)	572	
K2R9R4	K2R9R4	unreviewed	K2R9R4_METFP	Pyridoxal 5'-phosphate synthase subunit PdxS, PLP synthase subunit PdxS, EC 4.3.3.6 (Pdx1)	pdxS A994_10689	Methanobacterium formicicum (strain DSM 3637 / PP1)	293	
K2R9R4_METFP	K2R9R4	unreviewed	K2R9R4_METFP	Pyridoxal 5'-phosphate synthase subunit PdxS, PLP synthase subunit PdxS, EC 4.3.3.6 (Pdx1)	pdxS A994_10689	Methanobacterium formicicum (strain DSM 3637 / PP1)	293	
K2QEF5	K2QEF5	unreviewed	K2QEF5_METFP	Metal dependent phosphohydrolase	A994_03273	Methanobacterium formicicum (strain DSM 3637 / PP1)	385	
K2QEF5_METFP	K2QEF5	unreviewed	K2QEF5_METFP	Metal dependent phosphohydrolase	A994_03273	Methanobacterium formicicum (strain DSM 3637 / PP1)	385	
K2QAP2	K2QAP2	unreviewed	K2QAP2_METFP	PAS/PAC sensor protein	A994_10424	Methanobacterium formicicum (strain DSM 3637 / PP1)	425	
K2QAP2_METFP	K2QAP2	unreviewed	K2QAP2_METFP	PAS/PAC sensor protein	A994_10424	Methanobacterium formicicum (strain DSM 3637 / PP1)	425	
K2QE52	K2QE52	unreviewed	K2QE52_METFP	Xenobiotic-transporting ATPase	A994_02663	Methanobacterium formicicum (strain DSM 3637 / PP1)	589	
K2QE52_METFP	K2QE52	unreviewed	K2QE52_METFP	Xenobiotic-transporting ATPase	A994_02663	Methanobacterium formicicum (strain DSM 3637 / PP1)	589	
K2R3D7	K2R3D7	unreviewed	K2R3D7_METFP	ABC transporter, permease component	A994_06670	Methanobacterium formicicum (strain DSM 3637 / PP1)	254	
K2R3D7_METFP	K2R3D7	unreviewed	K2R3D7_METFP	ABC transporter, permease component	A994_06670	Methanobacterium formicicum (strain DSM 3637 / PP1)	254	
K2RC75	K2RC75	unreviewed	K2RC75_METFP	Anaerobic ribonucleoside-triphosphate reductase activating protein	A994_07330	Methanobacterium formicicum (strain DSM 3637 / PP1)	234	
